jugador_id;temporada;fecha_partido;jornada;minutos;goles;asistencias;tiros;pases_completados;entradas;intercepciones;amarilla;roja;xg;xa
2;2022/23;2022-10-10;11;91;0;0;0;20;4;0;0;0;0,0;0,020829550898506147
2;2022/23;2022-10-17;12;76;1;0;2;19;3;2;1;0;1,3085331607978867;0,0
2;2022/23;2022-10-24;13;91;0;0;0;34;3;2;0;0;0,10082471442810077;0,0
2;2022/23;2022-10-31;14;91;0;0;0;53;3;2;0;0;0,3643938966327294;0,0
2;2022/23;2022-11-07;15;103;0;0;0;59;4;2;0;0;0,0;0,5475254822267486
2;2022/23;2022-11-14;16;86;0;0;0;57;4;1;0;0;0,008477790931050564;0,0
2;2022/23;2022-11-28;18;77;0;0;0;12;3;2;0;0;0,5606094878498321;0,0
2;2022/23;2022-12-05;19;66;0;0;1;30;2;2;0;0;0,5396892433091651;0,0
2;2022/23;2022-12-12;20;76;0;0;0;17;3;2;0;0;0,0;0,09631562609407905
2;2022/23;2022-12-19;21;93;0;0;0;1;4;2;1;0;0,07499515935976397;0,04903319708994125
2;2022/23;2023-01-09;24;75;0;0;0;41;3;1;0;0;0,0;0,6022656566554629
2;2022/23;2023-01-30;27;91;1;0;1;47;4;2;0;0;1,451353701081536;0,0
2;2022/23;2023-02-06;28;89;0;0;0;25;4;0;0;0;0,5541165826082317;0,19459338841098406
2;2022/23;2023-02-20;30;77;0;0;0;35;4;4;0;0;0,0;0,31420389532278603
2;2022/23;2023-02-27;31;82;0;0;1;50;2;2;0;0;0,0;0,7264306088698349
2;2022/23;2023-03-06;32;79;0;0;0;22;4;0;0;0;0,42985558843537003;0,0
2;2022/23;2023-03-13;33;68;0;0;0;64;4;4;0;0;0,0;0,1613323516713819
2;2022/23;2023-03-20;34;85;0;1;0;29;2;2;0;0;0,19017287984400796;0,6741770186990269
2;2022/23;2023-03-27;35;89;0;0;2;60;3;3;0;0;0,7494666477874983;0,0
3;2022/23;2022-08-01;1;94;0;0;1;51;2;0;0;0;0,18556159777929176;0,37531946383800624
3;2022/23;2022-08-08;2;81;0;0;1;59;2;0;0;0;0,0;0,6516752587678687
3;2022/23;2022-08-22;4;79;0;0;1;78;1;1;0;0;0,0;0,4459728383340848
3;2022/23;2022-09-05;6;88;0;0;1;73;2;2;0;0;0,0;0,0
3;2022/23;2022-09-26;9;70;0;0;1;60;3;0;0;0;0,0;0,444850236892109
3;2022/23;2022-10-31;14;96;0;1;0;68;0;2;1;0;0,39606573618417806;0,9805623704233455
3;2022/23;2022-11-07;15;96;0;0;0;53;1;0;0;0;0,2620639068232223;0,5934405476428095
3;2022/23;2022-11-21;17;78;0;0;0;61;1;1;0;0;0,4467125834913814;0,3635369539456159
3;2022/23;2022-11-28;18;89;1;0;1;48;2;0;0;0;1,4117745303424942;0,22944796362427194
3;2022/23;2022-12-12;20;66;0;0;1;59;2;1;0;0;0,5112724719094628;0,3336583563632005
3;2022/23;2022-12-19;21;85;0;0;1;58;1;3;0;0;0,41014406252977953;0,004035719900326584
3;2022/23;2022-12-26;22;87;0;0;0;67;0;0;0;0;0,0;0,40036933681980724
3;2022/23;2023-01-16;25;99;0;0;0;39;4;1;0;0;0,30311582938632065;0,09129813261218472
3;2022/23;2023-01-23;26;74;0;0;1;38;1;1;0;0;0,0;0,7666960698014049
3;2022/23;2023-01-30;27;87;0;0;0;49;3;3;0;0;0,0;0,6939341076830148
3;2022/23;2023-02-13;29;77;0;0;0;93;0;2;0;0;0,25313502521121767;0,7678002618587474
3;2022/23;2023-02-27;31;87;0;0;1;49;2;2;0;0;0,18820973313650408;0,0
3;2022/23;2023-03-06;32;61;0;0;1;75;1;1;0;0;0,0;0,5164713767522019
3;2022/23;2023-03-13;33;91;0;0;2;67;1;2;0;0;0,0;0,44849729859337745
3;2022/23;2023-03-20;34;99;0;0;2;72;0;2;0;0;0,4449856019362026;0,16482939315558717
3;2022/23;2023-03-27;35;86;0;1;0;55;1;1;0;0;0,0;0,8206913961648267
3;2022/23;2023-04-03;36;77;0;0;0;39;0;2;0;0;0,3082132867067783;0,3903451174180095
3;2022/23;2023-04-17;38;63;0;0;3;64;1;2;0;0;0,0;0,0
4;2022/23;2022-08-01;1;61;0;0;0;50;3;1;0;0;0,09758396154284292;0,12527047568348262
4;2022/23;2022-08-08;2;79;0;0;0;14;1;2;0;0;0,0;0,3472026270151726
4;2022/23;2022-08-15;3;85;0;0;0;45;2;2;0;0;0,0;0,0
4;2022/23;2022-08-22;4;106;0;0;0;68;3;2;1;0;0,046235590500478776;0,3147396469149311
4;2022/23;2022-08-29;5;82;0;0;0;35;3;2;0;0;0,4574873455175698;0,0
4;2022/23;2022-09-12;7;103;0;0;0;89;4;2;0;0;0,0;0,31480952335421475
4;2022/23;2022-09-19;8;80;0;0;0;49;1;2;0;0;0,0;0,31450239710368244
4;2022/23;2022-09-26;9;85;0;0;0;44;3;1;0;0;0,04149550662292146;0,48943036771587756
4;2022/23;2022-10-03;10;78;0;0;0;62;4;1;0;0;0,3411166366354446;0,05814080074256667
4;2022/23;2022-10-10;11;75;0;0;1;58;2;0;0;0;0,15476145909166245;0,008989897852181794
4;2022/23;2022-10-17;12;68;0;0;0;49;0;3;0;0;0,08250540623948867;0,35777019675625577
4;2022/23;2022-10-24;13;95;0;0;0;45;2;3;0;0;0,6582079528375608;0,12644747561987024
4;2022/23;2022-10-31;14;86;0;0;0;47;1;1;0;0;0,17355867672521458;0,5138231215267722
4;2022/23;2022-11-07;15;121;0;0;0;41;3;1;0;0;0,052445250680313915;0,0
4;2022/23;2022-11-14;16;106;0;0;0;45;5;1;0;0;0,0;0,10472027063421015
4;2022/23;2022-11-28;18;80;0;0;0;63;3;4;0;0;0,0;0,28978679535510243
4;2022/23;2022-12-05;19;86;0;0;0;33;1;2;0;0;0,09826389726934208;0,0015178737133306197
4;2022/23;2022-12-12;20;95;0;0;0;56;2;3;0;0;0,3975260884846696;0,4129843986352636
4;2022/23;2022-12-19;21;74;0;0;0;5;2;1;0;0;0,2956750885060702;0,19727535566827525
4;2022/23;2022-12-26;22;89;0;0;0;23;3;0;0;0;0,0;0,0
4;2022/23;2023-01-02;23;87;0;0;0;40;3;2;0;0;0,0;0,17341779852372635
4;2022/23;2023-01-09;24;91;0;0;0;34;2;2;0;0;0,47428957643168324;0,006642107632082478
4;2022/23;2023-01-23;26;77;0;0;0;20;1;1;0;0;0,00588880577016973;0,23674206632845185
4;2022/23;2023-01-30;27;91;0;0;0;44;2;1;0;0;0,0;0,24551777107013756
4;2022/23;2023-02-06;28;85;0;0;0;43;2;2;0;0;0,19288099746786128;0,0
4;2022/23;2023-02-13;29;81;0;0;0;48;3;2;1;1;0,0;0,5211817082854346
4;2022/23;2023-02-20;30;67;0;0;0;50;2;1;1;0;0,2818165523425153;0,0
4;2022/23;2023-02-27;31;78;0;0;0;52;3;2;0;0;0,11734394960898456;0,0
4;2022/23;2023-03-06;32;109;0;0;0;24;3;3;0;0;0,40012421345598814;0,0017881607654317705
4;2022/23;2023-03-13;33;97;0;0;0;40;2;3;0;0;0,0;0,7614493511538527
4;2022/23;2023-03-20;34;83;0;0;1;41;3;2;1;0;0,09960897451752004;0,03241229135590554
4;2022/23;2023-03-27;35;86;0;0;0;40;3;2;1;0;0,3677763583548828;0,0
4;2022/23;2023-04-03;36;75;0;0;0;32;3;1;0;0;0,25537619897905905;0,022134850937388956
4;2022/23;2023-04-10;37;77;0;0;0;40;2;2;0;0;0,0;0,0
4;2022/23;2023-04-17;38;105;0;0;0;17;4;0;0;0;0,0;0,22794426515347715
5;2022/23;2022-08-01;1;85;0;0;1;32;1;1;0;0;0,6376147700700336;0,0
5;2022/23;2022-08-08;2;62;0;1;1;57;1;0;0;0;0,0;1,3360546563398727
5;2022/23;2022-08-15;3;84;0;0;0;29;3;1;0;0;0,0;0,23390353865094424
5;2022/23;2022-09-12;7;78;0;0;1;47;3;1;1;0;0,0;0,41776983877994406
5;2022/23;2022-09-26;9;71;0;0;0;58;2;2;0;0;0,0;0,5190862652951725
5;2022/23;2022-10-03;10;86;0;0;1;47;0;2;0;0;0,17821139942459532;0,30168086675170597
5;2022/23;2022-10-10;11;61;0;0;1;61;1;1;0;0;0,0;0,1064046337715899
5;2022/23;2022-10-17;12;71;0;0;1;55;1;1;0;0;0,14925332372471684;0,0
5;2022/23;2022-11-07;15;67;0;0;0;67;2;3;0;0;0,21627532955762682;0,4304515077627668
5;2022/23;2022-11-21;17;72;0;0;1;70;3;1;0;0;0,07941587086810699;0,0
5;2022/23;2022-11-28;18;83;0;0;1;52;2;2;0;0;0,04659907747382229;0,7765067698067971
5;2022/23;2022-12-05;19;93;0;0;0;40;2;1;1;0;0,0;0,08096591373367104
5;2022/23;2022-12-12;20;80;0;1;0;56;1;0;0;0;0,45428517233593274;1,8678729060222166
5;2022/23;2022-12-19;21;76;0;0;1;67;2;0;0;0;0,0;0,029882787179180303
5;2022/23;2022-12-26;22;85;0;2;2;80;1;0;0;0;0,43458336491554705;2,663811850507249
5;2022/23;2023-01-02;23;71;1;0;0;37;1;0;0;0;1,1044453255143964;0,0
5;2022/23;2023-01-09;24;87;0;0;1;83;4;1;0;0;0,16563015974874137;0,23249854019996066
5;2022/23;2023-01-16;25;59;0;1;0;57;1;0;0;0;0,0;1,2626957771779337
5;2022/23;2023-01-30;27;92;0;0;0;40;1;2;0;0;0,0;0,29296621097298825
5;2022/23;2023-02-06;28;99;0;0;1;29;4;3;0;0;0,7519952987491385;0,0059801233049933955
5;2022/23;2023-02-13;29;87;0;0;1;83;0;2;0;0;0,0;0,38259034023703725
5;2022/23;2023-02-20;30;67;0;0;0;43;2;1;0;0;0,18478833327550298;0,06866647367856465
5;2022/23;2023-02-27;31;89;0;1;0;58;2;0;0;0;0,008493155202906213;1,070963085810973
5;2022/23;2023-03-06;32;78;0;0;1;60;1;0;1;0;0,1233150535000652;0,49911648687683235
5;2022/23;2023-03-13;33;71;0;1;1;92;1;1;0;0;0,5707709365378869;1,715620099459056
5;2022/23;2023-03-20;34;58;0;1;1;45;2;1;0;0;0,0;1,0749184424114129
5;2022/23;2023-03-27;35;76;0;0;0;62;2;2;0;0;0,019630213881044276;0,08965491678109141
5;2022/23;2023-04-03;36;76;0;0;1;44;4;1;0;0;0,23311070056540195;0,45121369047398796
6;2022/23;2022-08-01;1;92;0;0;2;21;0;1;0;0;0,0;0,18469443126762883
6;2022/23;2022-08-08;2;95;0;0;5;13;0;0;0;0;0,7390927915472574;0,25833733928519603
6;2022/23;2022-08-15;3;80;0;0;4;15;0;1;0;0;0,9372888886038452;0,0
6;2022/23;2022-08-22;4;90;0;0;1;25;0;0;0;0;0,5196032063971808;0,8276112452331926
6;2022/23;2022-09-05;6;69;0;0;2;27;0;0;0;0;0,5641509087355481;0,09873929298369072
6;2022/23;2022-09-19;8;74;1;0;3;20;1;0;0;0;1,5686741571703193;0,33107323718145054
6;2022/23;2022-10-03;10;70;0;0;3;33;1;0;0;0;0,07422976644398233;0,23807873630158877
6;2022/23;2022-10-17;12;80;0;0;1;37;2;0;0;0;0,7425877735767914;0,0
6;2022/23;2022-10-31;14;83;0;0;5;20;0;1;0;0;0,24523466073558708;0,3665335877241218
6;2022/23;2022-11-21;17;94;0;0;2;30;0;0;1;0;0,4737101714824506;0,22909053552204284
6;2022/23;2022-11-28;18;79;0;0;2;43;0;0;0;0;0,0;0,0
6;2022/23;2022-12-12;20;79;0;0;1;28;1;0;0;0;0,1716866844731899;0,0
6;2022/23;2022-12-26;22;82;0;0;1;9;1;0;0;0;0,0;0,0
6;2022/23;2023-01-02;23;85;0;1;2;41;2;0;0;0;0,08700209610110506;1,4964860624550766
6;2022/23;2023-01-09;24;67;0;0;4;24;2;1;0;0;0,0;0,7923478595705412
6;2022/23;2023-01-23;26;84;1;0;5;39;0;1;0;0;1,306195965711734;0,22490071779659998
6;2022/23;2023-02-06;28;78;0;0;4;14;0;0;0;0;0,18876534117084817;0,0
6;2022/23;2023-02-20;30;71;1;1;1;47;0;0;0;0;0,566557900441305;1,9110632333412243
6;2022/23;2023-02-27;31;67;0;0;2;41;0;0;0;0;0,15110777813414353;0,007652258173298898
6;2022/23;2023-03-06;32;88;1;0;5;38;2;1;0;0;1,2210475496380686;0,4856087899628887
6;2022/23;2023-03-13;33;99;0;0;2;3;0;2;0;0;0,06930974588849328;0,08345961579417349
6;2022/23;2023-03-20;34;97;0;1;4;11;0;1;0;0;0,0;0,5560876922139723
6;2022/23;2023-03-27;35;48;0;0;2;13;0;0;0;0;0,5775301297771638;0,0
6;2022/23;2023-04-03;36;87;2;0;3;9;0;0;0;0;2,558004365987731;0,0
6;2022/23;2023-04-10;37;72;1;0;4;23;1;0;0;0;1,025128092708162;0,009003346334657727
6;2022/23;2023-04-17;38;96;0;0;1;29;1;0;0;0;0,5689561786884935;0,0
7;2022/23;2022-08-08;2;92;0;1;1;40;3;1;0;0;0,1402376404365866;1,441960517912362
7;2022/23;2022-08-15;3;86;1;0;1;61;2;3;1;0;0,24290796712014517;0,6197837825981344
7;2022/23;2022-08-29;5;87;0;0;1;60;0;2;0;0;0,0;0,3335757740863511
7;2022/23;2022-09-05;6;87;1;0;1;56;1;2;0;0;1,0820420796146069;0,08737840453732643
7;2022/23;2022-09-19;8;78;0;0;0;42;1;2;1;0;0,059241557080826075;0,0
7;2022/23;2022-09-26;9;69;0;0;2;59;0;1;0;0;0,6125326239031328;0,19714757707555525
7;2022/23;2022-10-03;10;101;0;0;3;81;2;4;0;0;0,23510901860616712;0,9066834056061603
7;2022/23;2022-10-10;11;96;0;0;1;58;1;0;0;0;0,4152168206826681;0,22428637172148114
7;2022/23;2022-10-17;12;75;0;0;0;41;5;0;0;0;0,0;0,1991790947578802
7;2022/23;2022-10-24;13;109;0;0;1;66;2;1;0;0;0,0;0,030677036930453427
7;2022/23;2022-10-31;14;56;0;0;1;34;2;0;0;0;0,23830040475221498;0,8964303900200304
7;2022/23;2022-11-07;15;125;0;0;1;25;2;0;0;0;0,0;0,17909486455442333
7;2022/23;2022-11-14;16;74;1;0;0;28;1;0;0;0;0,5069297755686433;0,0
7;2022/23;2022-11-21;17;77;0;0;1;63;2;0;0;0;0,024464212158363086;0,5106425702280463
7;2022/23;2022-12-05;19;86;0;0;1;50;2;2;0;0;0,0;0,7914162503188963
7;2022/23;2022-12-12;20;78;0;0;1;45;1;2;0;0;0,3583284890044567;0,23267594685407067
7;2022/23;2022-12-19;21;80;0;0;2;58;2;1;0;0;0,03167650460595016;0,18051251695497064
7;2022/23;2023-01-02;23;89;0;0;1;68;2;0;0;0;0,4585420038510213;0,024058619712726492
7;2022/23;2023-01-09;24;92;0;0;0;25;2;2;0;0;0,14948524304560137;0,6362374787618827
7;2022/23;2023-01-16;25;62;1;0;2;45;2;1;0;0;1,645314648537163;0,0
7;2022/23;2023-01-30;27;71;0;0;0;62;3;1;0;0;0,0;0,5810458933121649
7;2022/23;2023-02-06;28;96;0;0;0;65;2;0;1;0;0,0;0,0
7;2022/23;2023-02-13;29;78;0;0;1;59;1;1;0;0;0,0;0,0
7;2022/23;2023-02-20;30;74;0;0;0;57;2;2;0;0;0,0;0,0
7;2022/23;2023-02-27;31;63;0;0;0;51;1;3;1;0;0,4433960415922034;0,5188425137525771
7;2022/23;2023-03-06;32;85;0;1;0;77;1;2;1;0;0,0;2,2071704417932096
7;2022/23;2023-03-20;34;85;0;0;0;73;2;0;0;0;0,0;0,05603242759670657
7;2022/23;2023-04-03;36;85;0;0;4;51;2;1;1;0;0,3022442540042126;0,5143631139180025
8;2022/23;2022-08-01;1;89;0;0;0;29;3;2;1;0;0,6602533316501162;0,14625965602616675
8;2022/23;2022-08-15;3;85;0;0;1;47;2;2;0;0;0,0;0,23945120737658923
8;2022/23;2022-08-22;4;87;0;0;0;60;3;2;0;0;0,06892157499428794;0,16376886281722722
8;2022/23;2022-08-29;5;71;0;0;0;40;3;2;0;0;0,0183845139420662;0,10503667629099286
8;2022/23;2022-09-12;7;80;0;0;0;30;3;3;1;0;0,0;0,018852328509441407
8;2022/23;2022-09-19;8;68;0;0;1;28;4;1;0;0;0,05516597233851466;0,4256640799914191
8;2022/23;2022-09-26;9;83;0;0;0;37;3;2;0;0;0,0;0,35693865887928183
8;2022/23;2022-10-03;10;87;0;0;1;42;2;2;0;0;0,0;0,40033053139487185
8;2022/23;2022-10-17;12;93;0;0;1;50;2;1;0;0;0,017186970031174593;0,7069479477707528
8;2022/23;2022-10-24;13;83;0;1;0;58;3;0;0;0;0,0;0,9716180951112479
8;2022/23;2022-10-31;14;68;0;0;0;47;2;3;0;0;0,0;0,52469311906481
8;2022/23;2022-11-07;15;87;0;0;0;29;1;2;0;0;0,6458683135175977;0,28270751735327515
8;2022/23;2022-11-21;17;85;0;0;0;31;2;1;0;0;0,14624803494786734;0,588762977527427
8;2022/23;2022-11-28;18;102;0;0;0;25;2;3;0;0;0,0;0,0
8;2022/23;2022-12-05;19;67;0;0;0;36;1;1;0;0;0,0;0,4536631278693825
8;2022/23;2022-12-12;20;64;0;0;0;30;3;4;0;0;0,0;0,0
8;2022/23;2023-01-02;23;54;0;0;1;44;3;2;0;0;0,3149993822514543;0,12682768518928236
8;2022/23;2023-01-09;24;79;0;0;0;59;2;1;0;0;0,09599529293638433;0,0
8;2022/23;2023-01-23;26;73;0;0;0;26;2;4;0;0;0,009853225724089023;0,6952722840904013
8;2022/23;2023-01-30;27;80;0;0;0;15;4;2;1;0;0,0;0,008936654460377183
8;2022/23;2023-02-06;28;103;0;1;0;36;2;2;1;0;0,44227924603164104;0,9863787127633592
8;2022/23;2023-02-13;29;69;0;0;0;42;3;1;0;0;0,06164864736586189;0,4535162824024862
8;2022/23;2023-02-20;30;80;0;0;0;57;0;0;0;0;0,0;0,13954486331778246
8;2022/23;2023-02-27;31;90;0;0;1;22;3;2;0;0;0,1250782234648971;0,0
8;2022/23;2023-03-06;32;96;0;0;0;49;1;1;0;0;0,0;0,0
8;2022/23;2023-03-13;33;91;0;0;0;29;3;1;0;0;0,0;0,20059030875183384
8;2022/23;2023-03-20;34;65;0;0;1;45;4;1;0;0;0,0;0,20835947307045743
8;2022/23;2023-03-27;35;84;0;0;0;52;3;2;0;0;0,0;0,4281081049294929
8;2022/23;2023-04-10;37;98;0;0;0;32;3;0;0;0;0,23197636337193017;0,2892329236264751
8;2022/23;2023-04-17;38;80;0;0;0;18;3;2;0;0;0,0;0,32983771624856395
9;2022/23;2022-08-01;1;81;0;0;0;46;3;2;0;0;0,20611391381988026;0,6323730412199712
9;2022/23;2022-08-08;2;67;0;0;1;43;3;0;0;0;0,0;0,14069604483690762
9;2022/23;2022-08-15;3;100;0;0;1;23;5;0;1;0;0,0032111185307287377;0,0
9;2022/23;2022-08-22;4;83;0;1;0;41;2;2;0;0;0,0;1,5076353335916244
9;2022/23;2022-08-29;5;81;0;0;0;45;1;1;0;0;0,05520960445695675;0,3387040610207217
9;2022/23;2022-09-05;6;54;0;0;0;41;1;4;0;0;0,5172108899051177;0,0074868222222508884
9;2022/23;2022-09-12;7;85;0;0;0;39;2;1;0;0;0,13027429476711955;0,11960424785307312
9;2022/23;2022-09-26;9;76;0;1;0;33;3;1;0;0;0,013311194194428206;1,3750942664181636
9;2022/23;2022-10-03;10;67;0;0;0;59;2;1;0;0;0,0;0,33276262764451614
9;2022/23;2022-10-10;11;76;0;0;1;45;2;1;0;0;0,02151036595702658;0,17976928145207505
9;2022/23;2022-10-31;14;58;1;0;1;43;4;2;0;0;0,9348896258491408;0,6454336030177391
9;2022/23;2022-11-07;15;97;0;0;0;56;1;0;0;0;0,0;0,07154117943401642
9;2022/23;2022-11-14;16;66;0;0;0;38;3;4;0;0;0,4135106510468807;0,14068637944597492
9;2022/23;2022-11-21;17;69;0;0;0;30;3;2;0;0;0,22475847599391383;0,0
9;2022/23;2022-11-28;18;105;0;0;0;52;3;2;1;0;0,0;0,0
9;2022/23;2022-12-12;20;86;0;0;1;35;3;2;0;0;0,40155449614762007;0,0
9;2022/23;2022-12-19;21;87;0;0;0;53;3;2;0;0;0,0;0,6306319398073045
9;2022/23;2022-12-26;22;70;0;0;0;35;2;1;0;0;0,0;0,0
9;2022/23;2023-01-02;23;78;0;0;0;32;3;2;0;0;0,0;0,40864696163929015
9;2022/23;2023-01-09;24;71;0;0;0;31;1;2;0;0;0,03267049414057268;0,14671101475744974
9;2022/23;2023-01-16;25;79;0;0;0;63;3;0;0;0;0,2852697626708548;0,41920853574100825
9;2022/23;2023-01-23;26;93;0;0;0;12;2;1;0;0;0,0;0,31897059750800943
9;2022/23;2023-01-30;27;87;1;0;0;17;3;2;0;0;0,5291864248978515;0,3742456562475837
9;2022/23;2023-02-06;28;66;0;0;1;54;4;2;0;0;0,17797357146179926;0,4387308866663818
9;2022/23;2023-02-13;29;68;0;0;0;41;3;0;0;0;0,0;0,36873238083446314
9;2022/23;2023-02-20;30;77;0;0;0;49;3;2;0;0;0,22065911525599893;0,0777192965963859
9;2022/23;2023-02-27;31;69;0;0;0;25;2;1;0;0;0,1750502176121089;0,0
9;2022/23;2023-03-06;32;83;0;1;0;57;3;3;0;0;0,0;0,9049994374846906
9;2022/23;2023-03-13;33;74;0;0;0;23;2;1;0;0;0,0;0,44998891762587395
9;2022/23;2023-03-20;34;68;0;0;0;5;2;2;0;0;0,0;0,513744637828035
9;2022/23;2023-04-03;36;80;0;0;0;42;2;2;0;0;0,0;0,17852529783414478
10;2022/23;2022-08-01;1;100;0;0;1;38;0;4;1;0;0,11749150899990507;0,10812248759108219
10;2022/23;2022-08-15;3;78;0;0;0;35;4;1;0;0;0,30707473699235543;0,18270742976794227
10;2022/23;2022-08-22;4;97;0;0;0;35;3;0;0;0;0,4733487221549417;0,2474268603387813
10;2022/23;2022-08-29;5;89;0;0;0;23;3;2;0;0;0,0;0,0
10;2022/23;2022-09-05;6;96;0;0;0;34;3;1;0;0;0,0;0,6775326302359653
10;2022/23;2022-09-12;7;87;0;0;0;38;3;1;0;0;0,0;0,3906894740664446
10;2022/23;2022-09-26;9;82;0;0;1;53;2;3;0;0;0,5403660695764009;0,6504808056720135
10;2022/23;2022-10-03;10;74;0;0;0;44;3;3;0;0;0,43927582394813913;0,0
10;2022/23;2022-10-17;12;89;0;0;0;24;1;2;0;0;0,0;0,02687567251344551
10;2022/23;2022-11-07;15;81;0;0;0;32;3;1;0;0;0,0;0,6139873001555186
10;2022/23;2022-11-21;17;87;0;0;0;34;3;2;0;0;0,4735857998732382;0,0
10;2022/23;2022-11-28;18;83;0;0;0;4;2;2;0;0;0,0;0,20753355312026758
10;2022/23;2022-12-05;19;89;0;0;0;34;1;2;1;0;0,0;0,02954798639418324
10;2022/23;2022-12-12;20;99;0;0;0;38;4;2;0;0;0,0;0,422030189821451
10;2022/23;2022-12-26;22;88;0;0;1;39;2;2;0;0;0,0;0,30607914311546996
10;2022/23;2023-01-02;23;90;0;0;0;39;3;0;0;0;0,5384888392360934;0,44057698422306013
10;2022/23;2023-01-09;24;99;0;0;1;56;1;0;0;0;0,0;0,2074315534543148
10;2022/23;2023-01-16;25;67;0;0;0;36;1;0;0;0;0,137140593930216;0,20149997715790421
10;2022/23;2023-01-23;26;70;0;0;1;22;1;0;0;0;0,0;0,0
10;2022/23;2023-01-30;27;77;0;0;1;48;3;2;0;0;0,09821420379054337;0,22618345725342354
10;2022/23;2023-02-27;31;82;0;0;1;7;1;0;0;0;0,0;0,1122955669875056
10;2022/23;2023-03-06;32;75;0;0;1;32;4;1;0;0;0,15679376636695017;0,38652540077800546
10;2022/23;2023-03-13;33;83;0;0;0;55;2;2;0;0;0,10283564301616413;0,4644950665404052
10;2022/23;2023-03-20;34;86;0;0;0;38;2;2;0;0;0,0;0,4859321905439709
10;2022/23;2023-03-27;35;69;0;0;1;15;3;2;0;0;0,04894371788663257;0,0
10;2022/23;2023-04-03;36;84;0;1;0;44;4;1;1;0;0,0;0,590912213928942
10;2022/23;2023-04-17;38;102;0;0;0;61;3;2;1;0;0,04229567936229358;0,3611066326330158
11;2022/23;2022-08-08;2;84;0;0;0;74;1;0;0;0;0,405542191226881;0,0
11;2022/23;2022-08-15;3;110;0;0;0;43;1;1;0;0;0,0;0,5327712295643873
11;2022/23;2022-08-22;4;80;0;1;0;52;1;0;0;0;0,0;1,3517287817364279
